rebalance_date,US Equity,US Treasuries,US TIPS,US REITs,Gold,Bitcoin,JPY
2011-04-29,0.44472298557651346,0.15,0.09999999999999992,0.05,0.24999999999999997,0.0052770144234865705,0.0
2011-05-31,0.45,0.0,0.10000000000000023,0.24999999999999997,0.19999999999999982,0.0,0.0
2011-06-30,0.45000000000000007,0.07111978475945145,0.0,0.2500000000000002,0.19999999999999998,0.028880215240548342,0.0
2011-07-29,0.45,0.04999999999999903,0.0,0.15000000000000058,0.30000000000000027,0.0,0.050000000000000044
2011-08-31,0.44472298557651346,0.15,0.09999999999999992,0.05,0.24999999999999997,0.0052770144234865705,0.0
2011-09-30,0.44472298557651346,0.15,0.09999999999999992,0.05,0.24999999999999997,0.0052770144234865705,0.0
2011-10-31,0.44472298557651346,0.15,0.09999999999999992,0.05,0.24999999999999997,0.0052770144234865705,0.0
2011-11-30,0.44472298557651346,0.15,0.09999999999999992,0.05,0.24999999999999997,0.0052770144234865705,0.0
2011-12-30,0.4467176223782533,0.15,0.09999999999999983,0.05,0.24999999999999975,0.003282377621747187,0.0
2012-01-31,0.34146037041030175,0.15853962958969786,0.0,0.1500000000000004,0.3000000000000001,0.0,0.04999999999999992
2012-02-29,0.4467176223782533,0.15,0.09999999999999983,0.05,0.24999999999999975,0.003282377621747187,0.0
2012-03-30,0.4467176223782533,0.15,0.09999999999999983,0.05,0.24999999999999975,0.003282377621747187,0.0
2012-04-30,0.4467176223782533,0.15,0.09999999999999983,0.05,0.24999999999999975,0.003282377621747187,0.0
2012-05-31,0.2817658656164368,0.21823413438356304,0.0,0.15000000000000022,0.2999999999999998,0.0,0.050000000000000044
2012-06-29,0.2649993934424369,0.23500060655756252,0.0,0.14999999999999997,0.30000000000000054,0.0,0.0500000000000001
2012-07-31,0.28978674767252693,0.21021325232747304,0.0,0.15000000000000022,0.29999999999999966,0.0,0.05
2012-08-31,0.33133055295647407,0.1686694470435266,0.0,0.15000000000000005,0.29999999999999966,0.0,0.0499999999999997
2012-09-28,0.44999999999999973,0.050000000000000065,0.0,0.15000000000000024,0.30000000000000004,0.0,0.049999999999999864
2012-10-31,0.4467176223782533,0.15,0.09999999999999983,0.05,0.24999999999999975,0.003282377621747187,0.0
2012-11-30,0.4467176223782533,0.15,0.09999999999999983,0.05,0.24999999999999975,0.003282377621747187,0.0
2012-12-31,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-01-31,0.4499999999999998,0.0,0.0,0.15000000000000027,0.2999999999999999,0.09999999999999996,0.0
2013-02-28,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-03-29,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-04-30,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-05-31,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-06-28,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-07-31,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-08-30,0.4500000000000007,0.0,0.015608949949502158,0.2499999999999992,0.1999999999999986,0.08439105005049942,0.0
2013-09-30,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-10-31,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-11-29,0.3,0.15,0.1,0.18019811397364877,0.25,0.019801886026351356,0.0
2013-12-31,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-01-31,0.4500000000000004,0.0,0.032681995392647795,0.2499999999999998,0.19999999999999996,0.03077334255990601,0.03654466204744616
2014-02-28,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-03-31,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-04-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-05-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-06-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-07-31,0.4500000000000003,0.048438783956482816,0.0,0.25000000000000017,0.19999999999999993,0.05156121604351683,0.0
2014-08-31,0.4500000000000002,0.05028467848390079,0.0,0.24999999999999944,0.2000000000000003,0.049715321516099274,0.0
2014-09-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-10-31,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-11-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-12-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-01-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-02-27,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-03-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-04-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-05-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-06-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-07-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-08-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-09-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-10-30,0.4500000000000004,0.0,0.07410076907118157,0.2500000000000001,0.1999999999999993,0.025899230928818608,0.0
2015-11-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-12-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-01-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-02-29,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-03-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-04-29,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-05-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-06-30,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-07-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-08-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-09-30,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-10-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-11-30,0.4500000000000004,0.0,0.0,0.24999999999999978,0.2,0.0999999999999999,0.0
2016-12-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-01-31,0.44999999999999996,0.0,0.10269677270312652,0.24999999999999983,0.09730322729687368,0.1000000000000001,0.0
2017-02-28,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-03-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-04-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-05-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-06-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-07-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-08-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-09-29,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-10-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-11-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-12-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-01-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-02-28,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-03-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-04-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-05-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-06-29,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-07-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-08-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-09-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-10-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-11-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-12-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-01-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-02-28,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-03-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-04-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-05-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-06-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-07-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-08-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-09-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-10-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-11-29,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-12-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-01-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-02-29,0.4500000000000004,0.0,0.0,0.24999999999999983,0.19999999999999976,0.09999999999999998,0.0
2020-03-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-04-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-05-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-06-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-07-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-08-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-09-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-10-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-11-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-12-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-01-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-02-28,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-03-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-04-30,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-05-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-06-30,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-07-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-08-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-09-30,0.4500000000000003,0.0,0.20000000000000012,0.24999999999999953,0.0,0.10000000000000006,0.0
2021-10-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-11-30,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-12-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-01-31,0.45,0.0,0.0,0.24999999999999994,0.2000000000000001,0.10000000000000002,0.0
2022-02-28,0.4500000000000001,0.0,0.0,0.25000000000000017,0.1999999999999998,0.09999999999999995,0.0
2022-03-31,0.4500000000000001,0.0,0.0,0.24999999999999994,0.1999999999999999,0.1,0.0
2022-04-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-05-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-06-30,0.45000000000000007,0.0,0.0,0.24999999999999994,0.20000000000000004,0.09999999999999996,0.0
2022-07-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-08-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-09-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-10-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-11-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-12-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-01-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-02-28,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-03-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-04-30,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-05-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-06-30,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-12-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-12-31,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-12-31,0.39387134103372684,0.15,0.1,0.19576170918434763,0.16036694978192548,0.0,0.0
